Phone Number,Call Time,Call Type,Call Status,Call Duration (minutes)
6897366139,2024-12-26 02:28:00,Inbound,Answered,6.783333333333333
935-527-6727x529,2024-12-26 00:19:00,Inbound,Answered,0.6333333333333333
824-248-8311,2024-12-26 15:38:00,Inbound,Missed,9.333333333333334
203-723-2057,2024-12-26 21:12:00,Inbound,Answered,2.966666666666667
262.774.8923,2024-12-26 19:13:00,Inbound,Answered,1.4666666666666666
350.620.3929x0087,2024-12-26 03:24:00,Inbound,Missed,4.55
991-211-3482,2024-12-26 02:30:00,Inbound,Answered,9.15
5843796770,2024-12-26 18:21:00,Inbound,Answered,1.4166666666666667
584.746.5422x047,2024-12-26 07:16:00,Inbound,Missed,7.7
+1-335-281-1379x843,2024-12-26 17:16:00,Inbound,Missed,6.366666666666666
2954948030,2024-12-26 09:03:00,Inbound,Answered,3.8333333333333335
5363608123,2024-12-26 04:31:00,Inbound,Answered,3.9166666666666665
+1-319-740-6297x9342,2024-12-26 11:54:00,Inbound,Answered,3.933333333333333
+1-452-809-0702x9134,2024-12-26 02:20:00,Inbound,Missed,1.6666666666666667
3459334682,2024-12-26 08:20:00,Inbound,Answered,6.316666666666666
001-528-397-9425x17762,2024-12-26 12:36:00,Inbound,Answered,3.716666666666667
(883)357-5479,2024-12-26 09:43:00,Inbound,Answered,8.616666666666667
597-233-6340,2024-12-26 05:23:00,Inbound,Answered,8.466666666666667
626.858.2666,2024-12-26 14:57:00,Inbound,Answered,6.15
534.684.1918x24011,2024-12-26 18:32:00,Inbound,Answered,6.216666666666667
(761)473-6153,2024-12-26 10:19:00,Inbound,Answered,5.6
+1-609-658-0383x9864,2024-12-26 20:52:00,Inbound,Answered,7.633333333333334
499-340-2621x677,2024-12-26 22:19:00,Inbound,Answered,6.1
001-788-991-1884x31505,2024-12-26 18:03:00,Inbound,Answered,3.2666666666666666
314.556.8949x5684,2024-12-26 00:16:00,Inbound,Answered,2.283333333333333
(847)347-7965x9323,2024-12-26 22:47:00,Inbound,Answered,8.25
(620)579-5074x7301,2024-12-26 18:55:00,Inbound,Answered,1.2166666666666666
670.709.7482,2024-12-26 10:13:00,Inbound,Answered,8.95
4943394481,2024-12-26 22:38:00,Inbound,Answered,4.233333333333333
(321)690-6034x00457,2024-12-26 03:32:00,Inbound,Answered,0.55
(424)612-2347x4228,2024-12-26 04:35:00,Inbound,Answered,4.3
680.756.7121,2024-12-26 09:01:00,Inbound,Answered,4.416666666666667
(680)284-0923x90748,2024-12-26 03:56:00,Inbound,Answered,8.45
(625)713-4541x59012,2024-12-26 03:39:00,Inbound,Answered,4.133333333333334
717-441-9738,2024-12-26 18:53:00,Inbound,Answered,4.566666666666666
453.366.2418x5422,2024-12-26 05:18:00,Inbound,Answered,8.7
(558)269-3151x293,2024-12-26 09:17:00,Inbound,Answered,6.15
(930)458-6510,2024-12-26 09:37:00,Inbound,Answered,6.9
460.259.3796x1346,2024-12-26 20:38:00,Inbound,Missed,4.0
+1-977-596-4215x270,2024-12-26 07:11:00,Inbound,Missed,7.316666666666666
+1-721-922-6278x464,2024-12-26 11:42:00,Inbound,Answered,3.6333333333333333
(775)298-7853,2024-12-26 06:56:00,Inbound,Answered,0.6
4549681353,2024-12-26 23:27:00,Inbound,Answered,6.683333333333334
698-482-5818,2024-12-26 21:38:00,Inbound,Answered,0.6666666666666666
001-913-853-4641,2024-12-26 09:00:00,Inbound,Answered,1.75
+1-601-215-7604x13709,2024-12-26 17:15:00,Inbound,Answered,6.6
825.395.1000,2024-12-26 16:40:00,Inbound,Answered,1.0
(350)529-6111,2024-12-26 08:34:00,Inbound,Answered,9.966666666666667
001-599-973-1989x9804,2024-12-26 01:44:00,Inbound,Answered,2.45
(899)936-8301,2024-12-26 03:09:00,Inbound,Answered,2.9166666666666665
+1-747-244-0432,2024-12-26 21:39:00,Inbound,Answered,5.45
+1-938-392-2987x79851,2024-12-26 14:27:00,Inbound,Answered,8.0
453-568-5912,2024-12-26 09:26:00,Inbound,Answered,3.816666666666667
504.943.0041x3764,2024-12-26 01:30:00,Inbound,Missed,6.633333333333334
477.903.4980x7478,2024-12-26 00:07:00,Inbound,Missed,1.2333333333333334
8049685247,2024-12-26 11:23:00,Inbound,Answered,1.0
+1-764-935-1182x980,2024-12-26 04:27:00,Inbound,Missed,3.8833333333333333
+1-498-992-6629x3011,2024-12-26 21:44:00,Inbound,Answered,3.8666666666666667
519-815-3727x310,2024-12-26 08:56:00,Inbound,Answered,5.333333333333333
(332)897-3739,2024-12-26 05:30:00,Inbound,Answered,3.466666666666667
+1-228-322-1588x96958,2024-12-26 15:04:00,Inbound,Answered,4.233333333333333
(405)785-3367,2024-12-26 18:49:00,Inbound,Answered,4.966666666666667
859-296-6118,2024-12-26 14:35:00,Inbound,Answered,3.466666666666667
+1-870-789-5819x63437,2024-12-26 19:08:00,Inbound,Missed,6.283333333333333
762-881-0773x9392,2024-12-26 00:19:00,Inbound,Missed,9.95
(241)374-2655x817,2024-12-26 03:49:00,Inbound,Missed,4.683333333333334
985.993.7527x3929,2024-12-26 02:34:00,Inbound,Missed,3.533333333333333
(557)749-3457,2024-12-26 23:35:00,Inbound,Answered,3.8333333333333335
(417)353-6670x15331,2024-12-26 05:05:00,Inbound,Missed,0.8666666666666667
(249)830-3988x260,2024-12-26 18:37:00,Inbound,Missed,3.5
+1-345-382-8341x64243,2024-12-26 01:13:00,Inbound,Answered,4.966666666666667
001-851-306-9974x6271,2024-12-26 12:36:00,Inbound,Answered,2.216666666666667
3989910094,2024-12-26 19:52:00,Inbound,Answered,0.85
223-461-1952,2024-12-26 18:51:00,Inbound,Missed,2.8333333333333335
647.876.4402x449,2024-12-26 05:03:00,Inbound,Missed,6.966666666666667
001-986-738-8759x9847,2024-12-26 14:40:00,Inbound,Answered,2.3833333333333333
(906)398-4710,2024-12-26 04:21:00,Inbound,Missed,6.266666666666667
(298)951-4845x321,2024-12-26 01:25:00,Inbound,Answered,4.083333333333333
+1-410-762-4032,2024-12-26 10:31:00,Inbound,Answered,5.7
+1-259-272-2906x05065,2024-12-26 12:26:00,Inbound,Answered,8.283333333333333
001-808-966-4532x52255,2024-12-26 01:21:00,Inbound,Answered,4.583333333333333
877-213-5543,2024-12-26 12:12:00,Inbound,Answered,6.8
+1-936-474-8849x7493,2024-12-26 07:10:00,Inbound,Answered,6.85
583.222.8582x16862,2024-12-26 23:16:00,Inbound,Answered,3.4166666666666665
001-526-550-2552x23176,2024-12-26 08:31:00,Inbound,Answered,9.483333333333333
(647)416-9049,2024-12-26 22:45:00,Inbound,Answered,7.9
(495)874-8092,2024-12-26 03:30:00,Inbound,Answered,1.6
+1-699-516-4535,2024-12-26 12:04:00,Inbound,Answered,2.5166666666666666
001-433-901-9563x444,2024-12-26 19:06:00,Inbound,Answered,2.95
623.306.7646x89312,2024-12-26 13:52:00,Inbound,Answered,2.716666666666667
001-699-519-2761,2024-12-26 21:11:00,Inbound,Missed,3.7333333333333334
+1-272-268-0997x6900,2024-12-26 05:16:00,Inbound,Answered,3.7666666666666666
+1-408-596-0144x48751,2024-12-26 08:04:00,Inbound,Answered,9.583333333333334
209.215.6048x04658,2024-12-26 05:32:00,Inbound,Answered,6.95
976.428.1974x395,2024-12-26 06:02:00,Inbound,Answered,6.883333333333334
001-438-313-8674,2024-12-26 14:04:00,Inbound,Missed,5.916666666666667
001-388-588-4240,2024-12-26 00:50:00,Inbound,Answered,7.816666666666666
503.935.9952x99911,2024-12-26 06:07:00,Inbound,Answered,4.666666666666667
823.836.9185,2024-12-26 11:20:00,Inbound,Answered,1.2833333333333334
001-947-838-0301x6099,2024-12-26 14:03:00,Inbound,Answered,3.716666666666667
+1-882-709-8684x5227,2024-12-26 22:51:00,Inbound,Answered,9.633333333333333
+1-595-509-9517x8035,2024-12-26 08:28:00,Inbound,Answered,5.516666666666667
750-666-5539x1463,2024-12-26 09:06:00,Inbound,Answered,3.033333333333333
580-235-0081,2024-12-26 05:26:00,Inbound,Answered,6.083333333333333
+1-638-287-2121,2024-12-26 23:56:00,Inbound,Answered,4.716666666666667
+1-615-712-5598x6770,2024-12-26 03:41:00,Inbound,Answered,1.4
(803)573-3871x2340,2024-12-26 13:03:00,Inbound,Answered,5.266666666666667
001-848-653-1079,2024-12-26 01:19:00,Inbound,Answered,2.65
(347)478-4678x429,2024-12-26 16:03:00,Inbound,Missed,9.166666666666666
(409)632-8057,2024-12-26 07:35:00,Inbound,Missed,8.833333333333334
(421)857-4713x7628,2024-12-26 06:48:00,Inbound,Answered,4.066666666666666
001-874-314-6681x0799,2024-12-26 15:42:00,Inbound,Answered,1.8833333333333333
890.226.4396,2024-12-26 11:56:00,Inbound,Answered,8.516666666666667
7314970340,2024-12-26 10:25:00,Inbound,Answered,1.6
327-340-8291x56116,2024-12-26 07:46:00,Inbound,Missed,3.35
942.622.6997x703,2024-12-26 07:36:00,Inbound,Answered,9.166666666666666
(615)268-3225,2024-12-26 00:48:00,Inbound,Answered,7.116666666666666
(738)567-2722x3018,2024-12-26 22:31:00,Inbound,Missed,9.183333333333334
+1-653-321-9811x11882,2024-12-26 06:35:00,Inbound,Answered,6.883333333333334
+1-245-869-6065,2024-12-26 13:36:00,Inbound,Missed,9.0
(960)616-9179x60772,2024-12-26 11:12:00,Inbound,Answered,9.35
205-566-1354,2024-12-26 09:30:00,Inbound,Answered,8.416666666666666
526.602.3816,2024-12-26 02:22:00,Inbound,Answered,3.55
001-402-254-2686x4582,2024-12-26 09:31:00,Inbound,Answered,5.983333333333333
(730)945-1910x72404,2024-12-26 11:59:00,Inbound,Answered,6.866666666666666
833.283.4871,2024-12-26 21:53:00,Inbound,Missed,9.466666666666667
414-347-8941x73669,2024-12-26 17:23:00,Inbound,Answered,8.733333333333333
(574)671-6439,2024-12-26 13:38:00,Inbound,Missed,8.933333333333334
4784846255,2024-12-26 23:11:00,Inbound,Answered,8.583333333333334
(760)807-0046,2024-12-26 18:18:00,Inbound,Answered,5.066666666666666
+1-614-343-0715x37057,2024-12-26 11:18:00,Inbound,Answered,7.333333333333333
545.301.1225x0365,2024-12-26 00:56:00,Inbound,Answered,1.1166666666666667
001-854-766-4404x6246,2024-12-26 03:56:00,Inbound,Answered,4.033333333333333
001-841-811-1534x351,2024-12-26 08:54:00,Inbound,Answered,4.233333333333333
6416435682,2024-12-26 06:05:00,Inbound,Answered,3.95
+1-325-343-4934x275,2024-12-26 19:49:00,Inbound,Answered,8.2
252-294-5600x472,2024-12-26 09:03:00,Inbound,Answered,4.5
741.784.9569x1974,2024-12-26 01:18:00,Inbound,Answered,7.25
584.648.8503x46149,2024-12-26 03:42:00,Inbound,Answered,4.216666666666667
+1-516-215-9149x0020,2024-12-26 20:21:00,Inbound,Answered,5.716666666666667
001-229-274-9745x140,2024-12-26 14:49:00,Inbound,Answered,7.75
(239)528-9761x002,2024-12-26 11:47:00,Inbound,Answered,6.933333333333334
218.633.0858,2024-12-26 10:42:00,Inbound,Answered,3.1666666666666665
001-203-687-7390x548,2024-12-26 14:53:00,Inbound,Answered,6.883333333333334
+1-728-326-4653x055,2024-12-26 20:41:00,Inbound,Answered,4.833333333333333
001-913-830-8926x16096,2024-12-26 17:27:00,Inbound,Answered,9.883333333333333
+1-578-943-2743x05390,2024-12-26 03:56:00,Inbound,Answered,1.9333333333333333
(630)426-5496x125,2024-12-26 13:08:00,Inbound,Answered,2.783333333333333
(904)312-3003x184,2024-12-26 19:40:00,Inbound,Answered,1.9333333333333333
001-881-923-8241x43790,2024-12-26 06:29:00,Inbound,Answered,5.533333333333333
001-526-291-9768x04950,2024-12-26 08:41:00,Inbound,Answered,8.083333333333334
(732)402-1708,2024-12-26 01:30:00,Inbound,Answered,9.35
917.901.5252x067,2024-12-26 14:53:00,Inbound,Missed,6.5
+1-217-432-5842x44171,2024-12-26 00:03:00,Inbound,Answered,4.416666666666667
(604)973-8377x8313,2024-12-26 17:44:00,Inbound,Answered,1.2
384-649-0432,2024-12-26 18:22:00,Inbound,Answered,8.433333333333334
+1-659-484-5145,2024-12-26 23:26:00,Inbound,Answered,9.233333333333333
+1-886-784-1112x5143,2024-12-26 22:53:00,Inbound,Answered,6.233333333333333
660-319-7371x9445,2024-12-26 06:43:00,Inbound,Missed,7.766666666666667
505-892-3311,2024-12-26 12:25:00,Inbound,Missed,8.183333333333334
(899)677-0301x605,2024-12-26 14:43:00,Inbound,Answered,8.466666666666667
6608292586,2024-12-26 02:23:00,Inbound,Answered,7.866666666666666
709.343.3376x1521,2024-12-26 22:40:00,Inbound,Answered,7.466666666666667
347.433.5368,2024-12-26 11:16:00,Inbound,Answered,6.766666666666667
2456613123,2024-12-26 21:16:00,Inbound,Answered,8.983333333333333
274.568.7652x62082,2024-12-26 10:42:00,Inbound,Answered,5.9
489.563.9097x473,2024-12-26 22:38:00,Inbound,Answered,5.15
553.926.2338x502,2024-12-26 04:15:00,Inbound,Answered,7.016666666666667
512.848.5807,2024-12-26 10:15:00,Inbound,Answered,0.9166666666666666
454.265.9371x9562,2024-12-26 17:18:00,Inbound,Answered,3.55
7456858688,2024-12-26 10:33:00,Inbound,Answered,8.033333333333333
(654)334-6393,2024-12-26 22:45:00,Inbound,Answered,4.483333333333333
+1-507-900-2267x50568,2024-12-26 13:56:00,Inbound,Answered,5.016666666666667
001-879-386-7964,2024-12-26 11:08:00,Inbound,Missed,1.7833333333333334
001-676-284-3279x0721,2024-12-26 13:44:00,Inbound,Answered,6.616666666666666
(684)898-9904,2024-12-26 23:47:00,Inbound,Missed,1.9
(899)891-5087x55035,2024-12-26 10:05:00,Inbound,Answered,5.516666666666667
795-213-3477,2024-12-26 18:55:00,Inbound,Answered,9.05
638-826-5043x3796,2024-12-26 04:20:00,Inbound,Answered,9.25
883-851-6040x811,2024-12-26 06:32:00,Inbound,Answered,9.816666666666666
(797)800-2885x653,2024-12-26 14:21:00,Inbound,Missed,1.8333333333333333
301.713.9567x2258,2024-12-26 22:41:00,Inbound,Answered,5.216666666666667
462-368-5361x5196,2024-12-26 12:56:00,Inbound,Answered,4.383333333333334
+1-677-497-7733x297,2024-12-26 23:07:00,Inbound,Answered,2.1666666666666665
(802)858-9343x184,2024-12-26 05:56:00,Inbound,Answered,2.5166666666666666
319.824.7825,2024-12-26 21:00:00,Inbound,Answered,1.7166666666666666
909-702-1350x4106,2024-12-26 19:25:00,Inbound,Answered,6.633333333333334
821.822.9504,2024-12-26 10:16:00,Inbound,Answered,1.15
001-553-645-2678,2024-12-26 13:51:00,Inbound,Answered,9.816666666666666
(260)480-5541x119,2024-12-26 18:42:00,Inbound,Answered,3.9166666666666665
+1-399-796-8519,2024-12-26 00:00:00,Inbound,Answered,6.183333333333334
(381)818-3453,2024-12-26 10:22:00,Inbound,Answered,3.85
+1-751-581-6267x1750,2024-12-26 09:47:00,Inbound,Answered,6.116666666666666
837-432-2840,2024-12-26 07:10:00,Inbound,Answered,4.766666666666667
001-612-505-5361x663,2024-12-26 14:40:00,Inbound,Answered,5.65
+1-221-388-3909x70133,2024-12-26 19:47:00,Inbound,Answered,5.183333333333334
631.962.1562x92251,2024-12-26 20:42:00,Inbound,Missed,3.75
592.966.6278,2024-12-26 22:20:00,Inbound,Answered,2.85
(858)617-9903x762,2024-12-26 10:59:00,Inbound,Answered,9.766666666666667
477-208-6551x17211,2024-12-26 15:52:00,Inbound,Missed,4.95
(864)250-8558x65281,2024-12-26 15:04:00,Inbound,Missed,0.6333333333333333
+1-895-905-7925x2824,2024-12-26 15:05:00,Inbound,Answered,5.6
001-743-514-9048,2024-12-26 23:03:00,Inbound,Answered,5.3
+1-430-552-8041,2024-12-26 07:17:00,Inbound,Answered,6.4
(421)432-7317,2024-12-26 17:26:00,Inbound,Answered,7.383333333333334
+1-820-663-4732x050,2024-12-26 16:09:00,Inbound,Answered,7.416666666666667
6543989149,2024-12-26 05:47:00,Inbound,Answered,0.7
396-283-4650,2024-12-26 22:29:00,Inbound,Answered,8.55
204-480-2620x72600,2024-12-26 02:53:00,Inbound,Answered,9.233333333333333
901.982.4296,2024-12-26 09:41:00,Inbound,Answered,3.033333333333333
444.733.7106,2024-12-26 17:35:00,Inbound,Answered,7.283333333333333
474-497-0151x43307,2024-12-26 22:39:00,Inbound,Answered,4.383333333333334
001-437-247-7234x657,2024-12-26 21:36:00,Inbound,Answered,4.366666666666666
(753)972-9120x9162,2024-12-26 21:08:00,Inbound,Answered,4.066666666666666
863.202.7359,2024-12-26 11:26:00,Inbound,Answered,8.583333333333334
739-506-1191x6411,2024-12-26 03:11:00,Inbound,Answered,4.483333333333333
385-464-6412x53948,2024-12-26 08:01:00,Inbound,Missed,9.3
399-863-8255x884,2024-12-26 22:57:00,Inbound,Answered,9.916666666666666
001-394-402-0336x289,2024-12-26 10:35:00,Inbound,Answered,8.483333333333333
(227)532-0193,2024-12-26 07:40:00,Inbound,Answered,8.366666666666667
(480)577-4856x6422,2024-12-26 06:47:00,Inbound,Answered,6.3
(551)476-8381x0729,2024-12-26 05:01:00,Inbound,Missed,1.95
652-603-7235x93442,2024-12-26 00:50:00,Inbound,Answered,5.833333333333333
467.576.0427,2024-12-26 01:34:00,Inbound,Answered,3.7
001-799-918-4880x54252,2024-12-26 08:21:00,Inbound,Answered,7.816666666666666
231.809.3266x6174,2024-12-26 16:13:00,Inbound,Answered,7.616666666666666
651.993.8606x0347,2024-12-26 20:51:00,Inbound,Answered,4.066666666666666
297.380.1837x730,2024-12-26 02:29:00,Inbound,Answered,7.983333333333333
001-668-907-0386x0193,2024-12-26 15:32:00,Inbound,Answered,8.166666666666666
(737)837-8996x413,2024-12-26 14:08:00,Inbound,Missed,1.0
905-314-3828,2024-12-26 21:29:00,Inbound,Answered,6.883333333333334
(605)886-1436x32062,2024-12-26 19:38:00,Inbound,Answered,2.8666666666666667
(984)482-1329x635,2024-12-26 06:38:00,Inbound,Answered,2.683333333333333
+1-558-212-9662x203,2024-12-26 23:46:00,Inbound,Answered,5.7
+1-232-606-0433x0197,2024-12-26 13:06:00,Inbound,Answered,0.65
001-709-854-2263,2024-12-26 16:52:00,Inbound,Answered,9.016666666666667
7546870121,2024-12-26 13:38:00,Inbound,Answered,6.55
(789)321-7755x673,2024-12-26 08:19:00,Inbound,Answered,6.283333333333333
001-216-356-8297x929,2024-12-26 05:02:00,Inbound,Answered,4.333333333333333
483.630.3055x58748,2024-12-26 22:23:00,Inbound,Answered,7.65
(336)842-5820x555,2024-12-26 23:28:00,Inbound,Answered,7.75
622.426.3908,2024-12-26 00:11:00,Inbound,Missed,7.383333333333334
260.280.6340x80922,2024-12-26 03:38:00,Inbound,Missed,9.666666666666666
(988)534-3740x2434,2024-12-26 14:30:00,Inbound,Answered,5.6
384-747-8755x416,2024-12-26 07:28:00,Inbound,Answered,6.05
5645841523,2024-12-26 06:00:00,Inbound,Missed,0.8833333333333333
(852)945-5692,2024-12-26 23:45:00,Inbound,Answered,1.0333333333333334
309-406-4044x1311,2024-12-26 17:40:00,Inbound,Answered,2.8666666666666667
(207)278-7461,2024-12-26 15:51:00,Inbound,Answered,3.1166666666666667
839-801-3075,2024-12-26 01:42:00,Inbound,Answered,6.133333333333334
5405666765,2024-12-26 19:01:00,Inbound,Answered,7.166666666666667
783.247.3978,2024-12-26 08:30:00,Inbound,Answered,7.0
915.932.3342,2024-12-26 04:08:00,Inbound,Answered,3.9833333333333334
(999)563-5709x578,2024-12-26 15:34:00,Inbound,Answered,7.166666666666667
637.482.1559,2024-12-26 04:33:00,Inbound,Missed,1.5833333333333333
001-369-876-0552x005,2024-12-26 15:51:00,Inbound,Answered,9.616666666666667
(772)444-3842,2024-12-26 22:47:00,Inbound,Answered,7.083333333333333
001-215-377-3841x9017,2024-12-26 18:07:00,Inbound,Answered,3.7
603.892.3619,2024-12-26 19:04:00,Inbound,Answered,8.6
(684)794-8956x30470,2024-12-26 20:19:00,Inbound,Answered,2.35
(505)913-3814x2592,2024-12-26 10:49:00,Inbound,Answered,6.1
001-322-671-5921x9750,2024-12-26 15:06:00,Inbound,Answered,8.2
001-361-740-0857x6687,2024-12-26 20:54:00,Inbound,Answered,5.683333333333334
490.635.4693,2024-12-26 17:13:00,Inbound,Missed,2.0833333333333335
(390)808-3076x78494,2024-12-26 14:33:00,Inbound,Answered,3.4166666666666665
001-763-616-3972x233,2024-12-26 18:42:00,Inbound,Missed,2.2666666666666666
700-457-2391,2024-12-26 15:13:00,Inbound,Answered,9.933333333333334
8969586385,2024-12-26 05:25:00,Inbound,Answered,3.5166666666666666
361-874-0735x45145,2024-12-26 16:12:00,Inbound,Answered,1.0333333333333334
(929)942-8066x02404,2024-12-26 15:21:00,Inbound,Missed,8.833333333333334
(782)399-7738,2024-12-26 08:50:00,Inbound,Answered,0.95
(514)755-5066x344,2024-12-26 08:26:00,Inbound,Answered,3.683333333333333
(903)266-0655x13343,2024-12-26 21:45:00,Inbound,Answered,3.8833333333333333
(286)773-0467,2024-12-26 09:27:00,Inbound,Answered,1.6833333333333333
001-997-439-3500x088,2024-12-26 17:47:00,Inbound,Missed,7.083333333333333
(781)880-5784,2024-12-26 16:32:00,Inbound,Answered,5.333333333333333
582-316-6994x4598,2024-12-26 21:23:00,Inbound,Answered,4.0
339-347-9873,2024-12-26 08:09:00,Inbound,Missed,4.466666666666667
(831)827-6600,2024-12-26 09:22:00,Inbound,Answered,5.466666666666667
414.559.1109,2024-12-26 15:00:00,Inbound,Answered,9.433333333333334
(290)943-7674x2830,2024-12-26 02:38:00,Inbound,Answered,1.6833333333333333
001-497-635-2685x9479,2024-12-26 09:45:00,Inbound,Answered,8.25
415.917.8764x9583,2024-12-26 08:00:00,Inbound,Answered,1.4666666666666666
5338183482,2024-12-26 09:16:00,Inbound,Answered,6.783333333333333
001-377-790-9612x2747,2024-12-26 11:27:00,Inbound,Answered,9.333333333333334
+1-722-277-6679x428,2024-12-26 10:54:00,Inbound,Answered,0.6833333333333333
792-340-8631,2024-12-26 18:26:00,Inbound,Missed,3.4166666666666665
001-663-327-0804x721,2024-12-26 02:45:00,Inbound,Answered,6.066666666666666
001-766-917-3027x1857,2024-12-26 04:43:00,Inbound,Answered,7.5
001-641-286-7005,2024-12-26 05:08:00,Inbound,Missed,7.166666666666667
(704)607-2693x0492,2024-12-26 07:53:00,Inbound,Answered,3.1666666666666665
